,stream,reach,seq_order,channel_type,easting,northing,unit_length_m,wetted_width_m,max_depth_m,pool_crest_depth_bf_m,LWD_small,LWD_med,LWD_large,root_debris,riparian_shade,total_shade,fish_present,undercut_LB_m,undercut_RB_m,sand,gravel,cobble,boulder,bedrock,dominantSizeClass_LB,dominantSizeClass_RB,understoryVeg_NV_LB,understoryVeg_GF_LB,understoryVeg_SR_LB,understoryVeg_NV_RB,understoryVeg_GF_RB,understoryVeg_SR_RB,overstoryVeg_SB_LB,overstoryVeg_HW_LB,overstoryVeg_HQ_LB,overstoryVeg_WS_LB,overstoryVeg_SB_RB,overstoryVeg_HW_RB,overstoryVeg_HQ_RB,overstoryVeg_WS_RB
452,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
453,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
454,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
455,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
456,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
457,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
458,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
459,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
460,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
461,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
462,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
463,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
464,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
465,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
466,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
467,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
468,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
469,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
470,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
471,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
472,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
473,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
474,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
475,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
476,Mahogany Creek,MC7-733,309,FTRF6,4598643,336682,12,0.89,0.1,NA,0,0,0,1,87,87,N,10,1.5,35,25,40,0,0,SS,SS,50,47,3,40,57,3,2,55,0,0,5,10,0,40
477,Mahogany Creek,MC7-733,310,SSMC4,4598633,336676,3,1.3,0.12,0.35,0,0,0,0,87,87,N,0.5,1,55,30,15,0,0,SS,SS,40,58,2,40,59,1,2,30,0,5,5,10,0,40
478,Mahogany Creek,MC7-733,311,FTRF7,4598636,336676,7.4,0.92,0.08,NA,0,0,0,0,87,92,N,0,7,35,50,15,0,0,SS,SS,50,48,2,35,63,2,2,80,0,10,10,7,0,50
479,Mahogany Creek,MC7-733,312,SSLS5,4598621,336677,2.3,0.84,0.19,0.36,0,0,0,1,69,73,Y,0.75,0.5,60,35,5,0,0,SS,SS,50,48,2,40,59,1,0,55,0,10,10,15,0,50
480,Mahogany Creek,MC7-733,313,FTRF8,4598616,336676,30,1,0.13,NA,0,0,0,1,57,67,N,4,2,45,35,15,5,0,SS,SS,35,60,5,40,55,5,10,15,0,50,25,15,0,50
481,Mahogany Creek,MC7-733,314,SSPL6,4598597,336670,0.84,1.3,0.14,0.33,0,0,0,1,60,64,N,0.5,0,60,39,1,0,0,SS,SS,50,49,1,70,30,0,0,10,0,30,10,25,0,50
482,Mahogany Creek,MC7-733,315,FNRN9,4598597,336671,7,1,0.08,NA,0,0,0,2,85,87,N,3,6.7,69,30,1,0,0,SS,SS,50,49,1,65,30,5,0,60,0,20,5,20,0,50
483,Mahogany Creek,MC7-733,316,SSLS7,4598591,336669,3.5,1.38,0.25,0.36,0,0,0,1,90,93,N,1,3,70,25,5,0,0,SS,SS,50,49,1,65,30,5,0,60,0,20,1,10,0,50
484,Mahogany Creek,MC7-733,317,FNRN10,4598590,336673,10,0.84,0.14,NA,0,0,0,1,81,81,N,5,9,75,25,0,0,0,SS,SS,40,55,5,65,30,5,1,60,0,10,0,30,0,40
485,Mahogany Creek,MC7-733,318,FTRF11,4598585,336676,8.5,0.89,0.13,NA,0,0,0,1,85,86,N,4,4,60,39,1,0,0,SS,SS,50,49,1,60,38,2,0,65,0,20,0,70,0,10
486,Mahogany Creek,MC7-733,319,SSPL8,4598575,336667,2.5,1.5,0.22,,0,0,0,0,60,60,N,0.5,2.5,85,10,5,0,0,SS,SS,65,35,0,60,30,0,5,0,0,50,0,70,0,10
487,Mahogany Creek,MC7-733,320,FNSH12,4598572,336664,1.5,0.39,0.06,NA,0,0,0,0,85,88,N,0.5,0.5,0,0,0,0,100,SS,SS,65,35,0,49,50,1,5,20,0,40,0,70,0,10
488,Mahogany Creek,MC4-15-1,181,FTRF1,4599746,333541,4.9,4.05,0.14,NA,1,0,0,1,85,87,N,2.5,0,50,30,15,5,0,SP,SS,85,15,0,90,10,0,0,90,10,30,0,70,0,20
489,Mahogany Creek,MC4-15-1,182,SSLS1,4599746,333534,2.5,2.75,0.23,0.27,1,0,0,0,89,89,N,0,0,80,13,5,2,0,SP,SS,85,15,0,90,10,0,0,80,5,20,0,65,0,25
490,Mahogany Creek,MC4-15-1,183,FTCC2,4599757,333527,4.5,1.15,0.14,NA,0,0,0,1,87,87,N,0,0,50,35,10,5,0,SS,SS,90,10,0,90,10,0,0,60,20,40,0,25,0,40
491,Mahogany Creek,MC4-15-1,184,SSPL2,4599753,333541,1.4,0.95,0.21,0.33,0,0,0,1,76,76,N,0,0,50,40,10,0,0,SS,SS,95,5,0,90,10,0,0,30,20,30,0,25,10,40
492,Mahogany Creek,MC4-15-1,185,FTCC3,4599740,333546,2.65,1.88,0.12,NA,0,0,0,0,78,78,N,0,0,50,20,15,15,0,SS,SS,90,10,0,95,5,0,0,0,0,55,0,40,20,35
493,Mahogany Creek,MC4-15-1,186,SSPL3,4599741,333542,2.25,1.82,0.28,0.41,0,0,0,0,92,92,N,0,0,70,20,5,5,0,SS,SS,95,5,0,100,0,0,0,10,40,50,0,0,15,60
494,Mahogany Creek,MC4-15-1,187,FTCC4,4599734,333549,1.8,2,0.24,NA,0,0,0,0,96,96,N,0,0,35,25,20,0,20,SS,SS,95,5,0,90,10,0,0,0,15,40,0,0,15,30
495,Mahogany Creek,MC4-15-1,188,SSPL4,4599732,333546,2.05,1.4,0.42,0.36,0,0,0,1,97,97,N,0,0,70,20,10,0,0,SS,SS,70,30,0,85,15,0,0,10,20,40,0,15,20,20
496,Mahogany Creek,MC4-15-1,189,FTRP5,4599740,333555,10.9,1.79,0.16,NA,0,0,0,0,18,62,N,0,0,60,15,15,0,0,SS,SS,80,20,0,75,25,0,0,20,15,30,0,20,0,30
497,Mahogany Creek,MC4-15-1,190,FTRF6,4599732,333557,9.6,0.94,0.16,NA,0,0,0,0,0,53,N,0,0,50,30,10,10,0,SS,SS,85,15,0,80,20,0,0,0,0,0,0,0,0,0
498,Mahogany Creek,MC4-15-1,190,FTRF6,4599732,333557,9.6,0.94,0.16,NA,0,0,0,0,0,53,N,0,0,50,30,10,10,0,SS,SS,85,15,0,80,20,0,0,0,0,0,0,0,0,0
499,Mahogany Creek,MC4-15-1,190,FTRF6,4599732,333557,9.6,0.94,0.16,NA,0,0,0,0,0,53,N,0,0,50,30,10,10,0,SS,SS,85,15,0,80,20,0,0,0,0,0,0,0,0,0
500,Mahogany Creek,MC4-15-1,190,FTRF6,4599732,333557,9.6,0.94,0.16,NA,0,0,0,0,0,53,N,0,0,50,30,10,10,0,SS,SS,85,15,0,80,20,0,0,0,0,0,0,0,0,0
501,Mahogany Creek,MC4-15-1,190,FTRF6,4599732,333557,9.6,0.94,0.16,NA,0,0,0,0,0,53,N,0,0,50,30,10,10,0,SS,SS,85,15,0,80,20,0,0,0,0,0,0,0,0,0
502,Mahogany Creek,MC4-15-1,190,FTRF6,4599732,333557,9.6,0.94,0.16,NA,0,0,0,0,0,53,N,0,0,50,30,10,10,0,SS,SS,85,15,0,80,20,0,0,0,0,0,0,0,0,0
503,Mahogany Creek,MC4-15-1,190,FTRF6,4599732,333557,9.6,0.94,0.16,NA,0,0,0,0,0,53,N,0,0,50,30,10,10,0,SS,SS,85,15,0,80,20,0,0,0,0,0,0,0,0,0
504,Mahogany Creek,MC4-15-1,190,FTRF6,4599732,333557,9.6,0.94,0.16,NA,0,0,0,0,0,53,N,0,0,50,30,10,10,0,SS,SS,85,15,0,80,20,0,0,0,0,0,0,0,0,0
505,Mahogany Creek,MC4-15-1,190,FTRF6,4599732,333557,9.6,0.94,0.16,NA,0,0,0,0,0,53,N,0,0,50,30,10,10,0,SS,SS,85,15,0,80,20,0,0,0,0,0,0,0,0,0
506,Mahogany Creek,MC4-15-1,190,FTRF6,4599732,333557,9.6,0.94,0.16,NA,0,0,0,0,0,53,N,0,0,50,30,10,10,0,SS,SS,85,15,0,80,20,0,0,0,0,0,0,0,0,0
507,Mahogany Creek,MC4-15-1,191,SDOT5,4599716,333560,3.4,2.14,0.18,0.33,0,0,0,0,11,61,N,0,0,60,15,15,10,0,SS,SS,80,20,0,85,15,0,70,0,0,20,75,0,0,10
508,Mahogany Creek,MC4-15-1,192,SSMC6,4599727,333570,2.4,1.7,0.26,0.36,0,0,0,0,11,41,N,0,0,70,15,15,0,0,SS,SS,75,25,0,80,20,0,80,0,0,20,60,0,0,15
509,Mahogany Creek,MC4-15-1,193,FTRF7,4599710,333560,9,1.73,0.08,NA,0,0,0,0,50,55,N,0,0,80,10,9,1,0,SS,SS,70,30,0,90,10,0,5,0,0,50,1,0,40,30
510,Mahogany Creek,MC4-15-1,194,SSMC7,4599705,333568,1.8,1.32,0.22,0.43,1,0,0,1,40,44,N,0,0,90,5,4,1,0,SS,SS,70,30,0,95,5,0,5,0,0,50,0,10,25,50
511,Mahogany Creek,MC4-15-1,195,FTRF8,4599709,333573,2.5,1.14,0.09,NA,2,0,0,0,59,69,N,0,0,70,25,5,0,0,SS,SP,70,30,0,95,5,0,5,0,0,50,0,0,30,50
512,Mahogany Creek,MC4-15-1,196,FNRN9,4599718,333585,3,1.5,0.17,NA,1,0,0,0,47,51,N,0,0.5,95,4,1,0,0,SS,ST,70,30,0,97,3,0,5,0,10,50,0,0,50,70
513,Mahogany Creek,MC4-15-1,197,FTRF10,4599723,333588,10,2.4,0.08,NA,1,0,0,0,89,92,N,9,10,68,30,1,1,0,ST,ST,70,30,0,92,8,0,5,0,30,50,0,0,50,70
514,Mahogany Creek,MC4-15-1,197,FTRF10,4599723,333588,10,2.4,0.08,NA,1,0,0,0,89,92,N,9,10,68,30,1,1,0,ST,ST,70,30,0,92,8,0,5,0,30,50,0,0,50,70
515,Mahogany Creek,MC4-15-1,198,FNRN11,4599723,333592,5,3.16,0.14,NA,1,0,0,2,94,94,N,1,5,90,10,0,0,0,SP,ST,70,30,0,92,8,0,20,0,40,30,0,0,60,80
516,Mahogany Creek,MC4-15-1,199,FTRF12,4599705,333598,1.7,1.06,0.04,NA,0,0,0,1,81,83,N,0,0,70,30,0,0,0,SP,ST,70,30,0,90,10,0,0,20,60,50,0,5,60,70
517,Mahogany Creek,MC4-15-1,200,SSMC8,4599716,333599,1.5,1.07,0.14,,0,0,0,1,92,92,N,0,0,90,10,0,0,0,SP,ST,70,30,0,90,10,0,0,40,60,50,0,10,50,50
518,Mahogany Creek,MC8-15-3,391,FTCC1,4597098,336811,10.6,1.15,0.14,NA,1,0,0,0,87,87,N,2,0,40,34,24,2,0,ST,SP,70,30,0,50,50,0,0,0,78,1,0,0,75,1
519,Mahogany Creek,MC8-15-3,392,FTRP2,4597103,336817,14.3,0.9,0.13,NA,1,0,0,2,88,88,N,4,10,45,37,16,2,0,ST,ST,70,30,0,60,40,0,0,0,89,5,0,0,72,4
520,Mahogany Creek,MC8-15-3,393,FTRF3,4597083,336815,25.5,1.1,0.1,NA,0,0,0,3,86,86,N,3,9,50,31,19,0,0,ST,ST,65,35,0,63,37,0,0,0,85,16,1,0,70,3
521,Mahogany Creek,MC8-15-3,394,SSPL1,4597060,336813,1.55,1.1,0.15,0.31,0,0,0,1,88,88,N,0,0,79,15,1,5,0,SS,SP,70,30,0,75,25,0,0,0,80,7,0,0,90,1
522,Mahogany Creek,MC8-15-3,395,FTRP4,4597061,336815,22,0.75,0.12,NA,0,2,0,4,95,95,N,5,2,50,31,18,1,0,ST,SP,70,30,0,76,23,1,0,0,60,35,1,0,85,5
523,Mahogany Creek,MC8-15-3,396,SSMC2,4597037,336808,1.2,1.15,0.15,0.29,0,0,0,0,97,97,N,0,0,79,15,6,0,0,SP,SP,65,35,0,80,20,0,0,0,35,20,0,0,80,1
524,Mahogany Creek,MC8-15-3,397,FTRP5,4597036,336806,38,0.9,0.12,NA,4,1,1,10,89,89,N,3.5,4.5,50,40,9,1,0,SP,SP,75,25,0,80,20,0,0,0,90,15,0,0,90,15
525,Mahogany Creek,MC8-15-3,398,SSLS3,4597003,336801,1,0.91,0.13,0.29,0,0,0,1,86,86,N,0,1,70,27,3,0,0,SS,SS,75,25,0,70,30,0,0,0,90,7,0,0,90,3
526,Mahogany Creek,MC8-15-3,399,FTRP6,4596997,336799,5,1.1,0.11,NA,0,0,0,0,98,98,N,1,2,55,30,12,3,0,ST,SS,80,20,0,84,16,0,0,0,90,2,0,0,90,10
527,Mahogany Creek,MC8-15-3,400,SSMC4,4597001,336807,1.1,1,0.12,0.26,0,0,0,0,94,94,N,0.5,0,75,20,5,0,0,SP,SS,80,20,0,80,20,0,0,0,90,1,0,0,90,8
528,Mahogany Creek,MC8-15-3,401,FTRP7,4596996,336804,39,0.72,0.1,NA,4,1,1,8,85,85,N,5.5,4.5,60,30,9,1,0,ST,SS,60,40,0,70,30,0,0,0,85,3,0,0,90,10
529,Mahogany Creek,MC8-15-3,402,FTRF8,4596950,336795,9.5,0.91,0.09,NA,0,0,0,1,70,70,N,0,0,60,30,10,0,0,SP,SP,55,44,1,60,40,0,0,0,85,16,0,0,90,10
530,Mahogany Creek,MC8-15-3,402,FTRF8,4596950,336795,9.5,0.91,0.09,NA,0,0,0,1,70,70,N,0,0,60,30,10,0,0,SP,SP,55,44,1,60,40,0,0,0,85,16,0,0,90,10
531,Mahogany Creek,MC8-15-3,402,FTRF8,4596950,336795,9.5,0.91,0.09,NA,0,0,0,1,70,70,N,0,0,60,30,10,0,0,SP,SP,55,44,1,60,40,0,0,0,85,16,0,0,90,10
532,Mahogany Creek,MC8-15-3,402,FTRF8,4596950,336795,9.5,0.91,0.09,NA,0,0,0,1,70,70,N,0,0,60,30,10,0,0,SP,SP,55,44,1,60,40,0,0,0,85,16,0,0,90,10
533,Mahogany Creek,MC8-15-3,402,FTRF8,4596950,336795,9.5,0.91,0.09,NA,0,0,0,1,70,70,N,0,0,60,30,10,0,0,SP,SP,55,44,1,60,40,0,0,0,85,16,0,0,90,10
534,Mahogany Creek,MC8-15-3,403,FTRP9,4596951,336793,25.2,1.5,0.09,NA,5,2,0,5,77,77,N,8,0,55,35,9,1,0,SP,SP,70,30,0,60,40,0,0,0,88,25,0,0,88,15
535,Mahogany Creek,MC8-15-3,404,FTRP10,4596917,336791,57.5,0.91,0.1,NA,NA,5,2,3,83,83,N,23.5,14.5,63,27,10,0,0,SS,SS,30,60,10,25,65,10,0,0,45,15,2,0,75,15
536,Mahogany Creek,MC8-15-3,404,FTRP10,4596917,336791,57.5,0.91,0.1,NA,NA,5,2,3,83,83,N,23.5,14.5,63,27,10,0,0,SS,SS,30,60,10,25,65,10,0,0,45,15,2,0,75,15
537,Mahogany Creek,MC8-15-3,405,SSMC5,4596873,336806,1.1,1,0.1,0.29,0,0,0,0,86,86,N,1,1,80,20,0,0,0,SS,SS,60,40,0,50,49,1,0,0,40,25,0,0,60,5
538,Mahogany Creek,MC8-15-3,406,FTRP11,4596874,336806,42,0.7,0.1,NA,2,1,NA,5,84,84,N,7,1.25,65,25,10,0,0,SS,SS,35,63,2,60,39,1,0,0,80,10,0,0,75,10
539,Mahogany Creek,MC8-15-3,407,SSPL6,4596743,336820,1.19,0.77,0.15,0.29,0,0,0,0,93,93,N,1.19,0.25,85,10,5,0,0,SS,SS,42,55,3,60,39,1,0,0,90,5,0,0,70,5
540,Mahogany Creek,MC8-15-3,408,FTRP12,4596842,336825,23,0.56,0.05,NA,0,0,1,3,94,94,N,14.5,2,55,34,10,1,0,SS,SS,50,45,5,65,34,1,0,0,84,25,1,0,70,20
541,Mahogany Creek,MC8-15-3,409,FTRP13,4596821,336823,43.5,0.91,0.09,NA,5,1,0,7,94,94,N,15,7,60,29,10,1,0,SS,SS,45,50,5,60,39,1,0,0,90,30,0,0,70,50
542,Mahogany Creek,MC8-15-3,410,SSPL7,4596785,336827,1.23,0.57,0.12,0.26,0,1,0,0,88,88,N,1.19,0.25,70,20,10,0,0,SS,SS,45,52,3,55,44,1,0,0,60,45,0,0,75,40
543,Mahogany Creek,MC7-787,461,SSMC1,4597916,336663,2,1.35,0.14,0.3,0,0,0,0,80,80,N,2,0,75,15,10,0,0,SS,SS,60,35,5,50,45,5,0,0,85,0,0,0,70,0
544,Mahogany Creek,MC7-787,462,FTRP1,4597910,336662,31.5,1,0.1,NA,1,0,0,1,74,74,N,14,5,50,35,10,5,0,SS,SS,65,30,5,60,30,10,0,20,15,10,0,0,80,5
545,Mahogany Creek,MC7-787,462,FTRP1,4597910,336662,31.5,1,0.1,NA,1,0,0,1,74,74,N,14,5,50,35,10,5,0,SS,SS,65,30,5,60,30,10,0,20,15,10,0,0,80,5
546,Mahogany Creek,MC7-787,462,FTRP1,4597910,336662,31.5,1,0.1,NA,1,0,0,1,74,74,N,14,5,50,35,10,5,0,SS,SS,65,30,5,60,30,10,0,20,15,10,0,0,80,5
547,Mahogany Creek,MC7-787,462,FTRP1,4597910,336662,31.5,1,0.1,NA,1,0,0,1,74,74,N,14,5,50,35,10,5,0,SS,SS,65,30,5,60,30,10,0,20,15,10,0,0,80,5
548,Mahogany Creek,MC7-787,462,FTRP1,4597910,336662,31.5,1,0.1,NA,1,0,0,1,74,74,N,14,5,50,35,10,5,0,SS,SS,65,30,5,60,30,10,0,20,15,10,0,0,80,5
549,Mahogany Creek,MC7-787,462,FTRP1,4597910,336662,31.5,1,0.1,NA,1,0,0,1,74,74,N,14,5,50,35,10,5,0,SS,SS,65,30,5,60,30,10,0,20,15,10,0,0,80,5
550,Mahogany Creek,MC7-787,462,FTRP1,4597910,336662,31.5,1,0.1,NA,1,0,0,1,74,74,N,14,5,50,35,10,5,0,SS,SS,65,30,5,60,30,10,0,20,15,10,0,0,80,5
551,Mahogany Creek,MC7-787,462,FTRP1,4597910,336662,31.5,1,0.1,NA,1,0,0,1,74,74,N,14,5,50,35,10,5,0,SS,SS,65,30,5,60,30,10,0,20,15,10,0,0,80,5
552,Mahogany Creek,MC7-787,462,FTRP1,4597910,336662,31.5,1,0.1,NA,1,0,0,1,74,74,N,14,5,50,35,10,5,0,SS,SS,65,30,5,60,30,10,0,20,15,10,0,0,80,5
553,Mahogany Creek,MC7-787,462,FTRP1,4597910,336662,31.5,1,0.1,NA,1,0,0,1,74,74,N,14,5,50,35,10,5,0,SS,SS,65,30,5,60,30,10,0,20,15,10,0,0,80,5
554,Mahogany Creek,MC7-787,463,SSMC2,4597892,336674,1,1.1,0.13,0.28,0,0,0,0,71,71,N,1,0,60,30,9,1,0,SS,SS,60,30,10,40,55,5,0,0,70,0,1,15,0,0
555,Mahogany Creek,MC7-787,464,FTRP2,4597892,336674,5.5,1.2,0.13,NA,0,0,0,1,72,72,N,3,0,50,35,10,5,0,SS,SS,55,50,5,45,45,10,0,0,80,5,2,20,0,0
556,Mahogany Creek,MC7-787,465,SSMC3,4597887,336679,2.3,1.45,0.13,0.24,0,0,0,0,83,83,N,0,0,60,35,5,0,0,SS,SS,40,50,10,35,60,5,0,0,80,5,3,15,0,0
557,Mahogany Creek,MC7-787,466,FTRP3,4597884,336682,7.9,1.1,0.09,NA,0,0,0,1,90,90,N,3,0,50,25,0,15,0,SS,GF,60,35,5,35,50,15,0,0,90,10,0,10,0,0
558,Mahogany Creek,MC7-787,467,FTRF4,4597881,336686,9.6,1.15,0.08,NA,0,0,0,1,96,96,N,2,1,55,25,17,3,0,SS,SS,20,70,10,25,70,5,0,5,40,10,15,0,0,30
559,Mahogany Creek,MC7-787,468,SSLS4,4597866,336682,1.5,1.2,0.15,0.27,0,0,0,1,76,76,N,0.5,0,80,20,0,0,0,SS,SS,65,30,5,60,30,10,0,45,20,0,5,60,0,0
560,Mahogany Creek,MC7-787,469,FTRF5,4597866,336674,47,1.1,0.06,NA,0,0,0,4,84,84,N,0,2,50,40,10,0,0,SS,SS,50,45,5,40,50,10,10,20,15,10,0,15,0,0
561,Mahogany Creek,MC7-787,470,SSLS5,4597821,336703,3.1,1.2,0.16,0.32,0,0,0,1,93,93,N,0,1,80,15,5,0,0,SS,SS,45,50,5,60,35,5,0,50,35,10,5,20,0,15
562,Mahogany Creek,MC7-787,471,FTRF6,4597821,336706,25,0.94,0.11,NA,0,0,0,0,86,86,N,1.5,4,35,25,20,0,0,SS,SS,30,60,10,25,65,10,0,15,60,5,10,20,0,15
563,Mahogany Creek,MC7-787,471,FTRF6,4597821,336706,25,0.94,0.11,NA,0,0,0,0,86,86,N,1.5,4,35,25,20,0,0,SS,SS,30,60,10,25,65,10,0,15,60,5,10,20,0,15
564,Mahogany Creek,MC7-787,472,FNRN7,4597799,336713,2.3,0.97,0.13,NA,0,0,0,0,85,85,N,0,0.5,55,40,5,0,0,SS,SS,30,65,5,60,35,5,0,70,0,5,2,5,0,15
565,Mahogany Creek,MC7-787,473,FTRF8,4597808,336718,41,1.41,0.1,NA,0,0,0,3,85,85,N,8,2,50,34,15,1,0,SS,GF,30,60,10,50,45,5,1,60,15,10,1,10,10,5
566,Mahogany Creek,MC7-787,474,SSLS6,4597773,336722,1,1.5,0.13,0.27,0,0,0,1,87,87,N,0.75,0,70,25,5,0,0,SS,SS,30,60,10,45,50,5,0,8,30,10,0,5,20,0
567,Mahogany Creek,MC7-787,475,FTRP9,4597772,336725,3.1,1.3,0.09,NA,0,0,0,0,71,71,N,0,0,55,40,5,0,0,SS,SS,50,35,15,50,40,10,0,40,5,10,0,30,15,0
568,Mahogany Creek,MC7-787,476,SSMC7,4597772,336724,1.5,1.2,0.16,0.3,0,0,0,0,83,83,N,0,1,75,15,10,0,0,SS,SS,45,50,5,35,60,5,0,10,0,5,0,20,15,0
569,Mahogany Creek,MC7-787,477,FTRP10,4597767,336724,32,1,0.09,NA,0,0,0,3,86,86,N,8,5,50,35,15,0,0,SS,SS,65,40,5,60,35,5,0,20,10,10,0,15,25,5
570,Mahogany Creek,MC7-787,478,FTRF11,4597733,336736,14,1.38,0.08,NA,1,0,0,2,65,65,N,4,2,50,35,15,0,0,SS,SS,40,50,10,50,45,5,0,15,40,25,2,25,60,5
571,Mahogany Creek,MC7-787,479,SSLS8,4597717,336727,1.8,0.95,0.12,0.25,0,0,0,1,87,87,N,1.5,0,80,20,0,0,0,SS,SS,45,45,10,50,45,5,0,0,75,10,0,0,60,0
572,Mahogany Creek,MC7-787,480,FTRP12,4597722,336732,15,1.25,0.11,NA,2,0,0,3,90,90,N,2,5,50,30,15,5,0,SS,SS,35,50,15,30,60,10,0,5,80,10,0,10,75,0
573,Mahogany Creek,MC1-013,1000,FTRF1,4599093,327996,4.7,0.85,0.08,NA,0,0,0,0,12,12,N,0.5,0.5,80,20,0,0,0,GF,GF,0,45,55,5,95,0,0,0,0,0,0,0,0,0
574,Mahogany Creek,MC1-013,1001,FNRN2,4599095,328000,8.9,0.8,0.14,NA,0,0,0,0,20,20,Y,2,1.5,70,30,0,0,0,GF,GF,15,80,5,10,85,5,0,0,0,0,0,0,0,0
575,Mahogany Creek,MC1-013,1002,FTRF3,4599093,328005,5.1,0.88,0.11,NA,0,0,0,0,10,10,N,2,0,65,35,0,0,0,GF,GF,10,90,0,15,85,0,0,0,0,0,0,0,0,0
